generation,operator,NE,EHR,IR,cEHR,Δμ,Δσ,total_variants,elite_count,non_elite_count,rejections,duplicates
4.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,-0.0108,0.0,1.0,1.0,0.0,1.0,0.0
4.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,-0.0108,0.0,1.0,1.0,0.0,1.0,0.0
4.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,-0.007,0.0,1.0,1.0,0.0,1.0,0.0
4.0,MLM,0.0,50.0,50.0,100.0,-0.0007,0.0,1.0,1.0,0.0,1.0,0.0
4.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
4.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0082,0.0269,2.0,2.0,0.0,0.0,0.0
4.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
4.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
4.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0064,0.0,1.0,1.0,0.0,1.0,0.0
4.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0207,0.0445,2.0,2.0,0.0,0.0,0.0
5.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,-0.0317,0.0,1.0,1.0,0.0,1.0,0.0
5.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,-0.11,0.0,1.0,1.0,0.0,1.0,0.0
5.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
5.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
5.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0133,0.0,1.0,1.0,0.0,1.0,0.0
5.0,MLM,0.0,50.0,50.0,100.0,0.0029,0.0,1.0,1.0,0.0,1.0,0.0
5.0,NegationOperator,0.0,50.0,50.0,100.0,0.0166,0.0,1.0,1.0,0.0,1.0,0.0
5.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0282,0.0395,2.0,2.0,0.0,0.0,0.0
5.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,-0.0309,0.0,1.0,1.0,0.0,0.0,0.0
5.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
5.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.0156,0.0213,2.0,2.0,0.0,0.0,0.0
5.0,TypographicalErrorsOperator,0.0,50.0,50.0,100.0,-0.0583,0.0,1.0,1.0,0.0,1.0,0.0
6.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.008,0.0,1.0,1.0,0.0,2.0,0.0
6.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
6.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,-0.0648,0.0951,2.0,2.0,0.0,1.0,0.0
6.0,LLMBasedParaphrasing,0.0,66.67,33.33,100.0,-0.0619,0.0841,2.0,2.0,0.0,1.0,0.0
6.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,-0.1262,0.0,1.0,1.0,0.0,2.0,0.0
6.0,MLM,0.0,33.33,66.67,100.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
6.0,NegationOperator,0.0,33.33,66.67,100.0,0.0435,0.0,1.0,1.0,0.0,2.0,0.0
6.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0296,0.081,3.0,3.0,0.0,0.0,0.0
6.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,-0.0717,0.0,1.0,1.0,0.0,2.0,0.0
6.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
6.0,StylisticMutator,0.0,66.67,33.33,100.0,0.001,0.0048,2.0,2.0,0.0,1.0,0.0
6.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.1306,0.0,1.0,1.0,0.0,2.0,0.0
7.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,InformedEvolutionOperator,0.0,66.67,33.33,100.0,-0.1076,0.0006,2.0,2.0,0.0,1.0,0.0
7.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,0.0319,0.0,1.0,1.0,0.0,2.0,0.0
7.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,LLM_POSAwareSynonymReplacement,0.0,100.0,0.0,100.0,-0.0146,0.0203,3.0,3.0,0.0,0.0,0.0
7.0,MLM,0.0,100.0,0.0,100.0,-0.0037,0.044,3.0,3.0,0.0,0.0,0.0
7.0,NegationOperator,0.0,66.67,33.33,100.0,-0.0003,0.0065,2.0,2.0,0.0,1.0,0.0
7.0,POSAwareAntonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,0.0273,0.033,2.0,2.0,0.0,1.0,0.0
7.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
7.0,StylisticMutator,0.0,100.0,0.0,100.0,0.0511,0.0588,3.0,3.0,0.0,0.0,0.0
7.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0187,0.0,1.0,1.0,0.0,2.0,0.0
8.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,0.3363,0.0,1.0,1.0,0.0,2.0,0.0
8.0,InformedEvolutionOperator,0.0,66.67,33.33,100.0,-0.1008,0.0018,2.0,2.0,0.0,1.0,0.0
8.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
8.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,0.0025,0.0,1.0,1.0,0.0,2.0,0.0
8.0,LLM_POSAwareSynonymReplacement,0.0,66.67,33.33,100.0,0.003,0.0006,2.0,2.0,0.0,1.0,0.0
8.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
8.0,NegationOperator,0.0,33.33,66.67,100.0,0.0012,0.0,1.0,1.0,0.0,2.0,0.0
8.0,POSAwareAntonymReplacement,0.0,66.67,33.33,100.0,0.0008,0.0005,2.0,2.0,0.0,1.0,0.0
8.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,0.0953,0.0,1.0,1.0,0.0,2.0,0.0
8.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
8.0,StylisticMutator,0.0,66.67,33.33,100.0,-0.0045,0.0064,2.0,2.0,0.0,1.0,0.0
8.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,0.1683,0.0731,2.0,2.0,0.0,1.0,0.0
9.0,ConceptAdditionOperator,0.0,100.0,0.0,100.0,-0.0876,0.1826,3.0,3.0,0.0,0.0,0.0
9.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,-0.1111,0.0,1.0,1.0,0.0,2.0,0.0
9.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,0.0086,0.0,1.0,1.0,0.0,2.0,0.0
9.0,LLMBasedParaphrasing,0.0,66.67,33.33,100.0,-0.0248,0.0972,2.0,2.0,0.0,1.0,0.0
9.0,LLM_POSAwareSynonymReplacement,0.0,66.67,33.33,100.0,-0.0455,0.0672,2.0,2.0,0.0,1.0,0.0
9.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
9.0,NegationOperator,0.0,33.33,66.67,100.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
9.0,POSAwareAntonymReplacement,0.0,66.67,33.33,100.0,-0.1455,0.1996,2.0,2.0,0.0,1.0,0.0
9.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,-0.0686,0.0911,3.0,3.0,0.0,0.0,0.0
9.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
9.0,StylisticMutator,0.0,66.67,33.33,100.0,-0.0361,0.0805,2.0,2.0,0.0,1.0,0.0
9.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.3236,0.0,1.0,1.0,0.0,2.0,0.0
10.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,-0.046,0.0,1.0,1.0,0.0,1.0,0.0
10.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,-0.0989,0.0,1.0,1.0,0.0,1.0,0.0
10.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.1834,0.0,1.0,1.0,0.0,1.0,0.0
10.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,-0.2314,0.0,1.0,1.0,0.0,1.0,0.0
10.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
10.0,MLM,0.0,50.0,50.0,100.0,0.1379,0.0,1.0,1.0,0.0,1.0,0.0
10.0,NegationOperator,0.0,50.0,50.0,100.0,-0.2323,0.0,1.0,1.0,0.0,1.0,0.0
10.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0459,0.1353,2.0,2.0,0.0,0.0,0.0
10.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0785,0.0,1.0,1.0,0.0,0.0,0.0
10.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.1469,0.0,1.0,1.0,0.0,0.0,0.0
10.0,StylisticMutator,0.0,50.0,50.0,100.0,-0.2008,0.0,1.0,1.0,0.0,1.0,0.0
10.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,-0.1283,0.1195,2.0,2.0,0.0,0.0,0.0
11.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.1021,0.0,1.0,1.0,0.0,1.0,0.0
11.0,InformedEvolutionOperator,0.0,100.0,0.0,100.0,-0.0762,0.0993,2.0,2.0,0.0,0.0,0.0
11.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
11.0,LLMBasedParaphrasing,0.0,100.0,0.0,100.0,0.0155,0.0025,2.0,2.0,0.0,0.0,0.0
11.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0554,0.0,1.0,1.0,0.0,1.0,0.0
11.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
11.0,NegationOperator,0.0,50.0,50.0,100.0,-0.0048,0.0,1.0,1.0,0.0,1.0,0.0
11.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0432,0.0407,2.0,2.0,0.0,0.0,0.0
11.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0027,0.0,1.0,1.0,0.0,0.0,0.0
11.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.0156,0.0,1.0,1.0,0.0,0.0,0.0
11.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0028,0.0,1.0,1.0,0.0,1.0,0.0
11.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0061,0.0085,2.0,2.0,0.0,0.0,0.0
12.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0807,0.0,1.0,1.0,0.0,1.0,0.0
12.0,LLM_POSAwareSynonymReplacement,0.0,100.0,0.0,100.0,0.0431,0.0263,2.0,2.0,0.0,0.0,0.0
12.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0524,0.0579,2.0,2.0,0.0,0.0,0.0
12.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
12.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
12.0,StylisticMutator,0.0,100.0,0.0,100.0,0.0537,0.0404,2.0,2.0,0.0,0.0,0.0
12.0,TypographicalErrorsOperator,0.0,50.0,50.0,100.0,0.0752,0.0,1.0,1.0,0.0,1.0,0.0
13.0,ConceptAdditionOperator,0.0,100.0,0.0,100.0,0.0051,0.0235,2.0,2.0,0.0,0.0,0.0
13.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,LLMBasedParaphrasing,0.0,100.0,0.0,100.0,0.0313,0.0453,2.0,2.0,0.0,0.0,0.0
13.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,-0.0108,0.0,1.0,1.0,0.0,1.0,0.0
13.0,MLM,0.0,50.0,50.0,100.0,-0.0007,0.0,1.0,1.0,0.0,1.0,0.0
13.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0059,0.0093,2.0,2.0,0.0,0.0,0.0
13.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
13.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
13.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,TypographicalErrorsOperator,0.0,50.0,50.0,100.0,0.0002,0.0,1.0,1.0,0.0,1.0,0.0
14.0,ConceptAdditionOperator,0.0,66.67,33.33,100.0,0.0034,0.1295,2.0,2.0,0.0,1.0,0.0
14.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,0.0496,0.0,1.0,1.0,0.0,2.0,0.0
14.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,-0.0689,0.0,1.0,1.0,0.0,2.0,0.0
14.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,-0.2182,0.0,1.0,1.0,0.0,2.0,0.0
14.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
14.0,MLM,0.0,33.33,33.33,100.0,-0.0341,0.0,1.0,1.0,0.0,1.0,1.0
14.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
14.0,POSAwareAntonymReplacement,0.0,33.33,66.67,100.0,0.1486,0.0,1.0,1.0,0.0,2.0,0.0
14.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,-0.0331,0.0578,3.0,3.0,0.0,0.0,0.0
14.0,SemanticSimilarityCrossover,0.0,66.67,0.0,100.0,0.0643,0.2242,2.0,2.0,0.0,0.0,1.0
14.0,StylisticMutator,0.0,33.33,66.67,100.0,-0.1796,0.0,1.0,1.0,0.0,2.0,0.0
14.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
15.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
15.0,InformedEvolutionOperator,0.0,0.0,66.67,0.0,,,0.0,0.0,0.0,2.0,1.0
15.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,0.0357,0.0,1.0,1.0,0.0,2.0,0.0
15.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
15.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,0.1199,0.0,1.0,1.0,0.0,2.0,0.0
15.0,MLM,0.0,66.67,33.33,100.0,-0.0807,0.2923,2.0,2.0,0.0,1.0,0.0
15.0,NegationOperator,0.0,33.33,66.67,100.0,-0.2262,0.0,1.0,1.0,0.0,2.0,0.0
15.0,POSAwareAntonymReplacement,0.0,33.33,66.67,100.0,-0.2341,0.0,1.0,1.0,0.0,2.0,0.0
15.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,-0.1551,0.0,1.0,1.0,0.0,2.0,0.0
15.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,-0.0715,0.1313,3.0,3.0,0.0,0.0,0.0
15.0,StylisticMutator,0.0,66.67,33.33,100.0,-0.0573,0.0515,2.0,2.0,0.0,1.0,0.0
15.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0211,0.0,1.0,1.0,0.0,2.0,0.0
16.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,0.0805,0.0,1.0,1.0,0.0,2.0,0.0
16.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,-0.1927,0.0,1.0,1.0,0.0,2.0,0.0
16.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,0.0272,0.0,1.0,1.0,0.0,2.0,0.0
16.0,LLMBasedParaphrasing,0.0,100.0,0.0,100.0,0.0202,0.0109,3.0,3.0,0.0,0.0,0.0
16.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,0.0289,0.0,1.0,1.0,0.0,2.0,0.0
16.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
16.0,NegationOperator,0.0,66.67,33.33,100.0,0.0368,0.0066,2.0,2.0,0.0,1.0,0.0
16.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0317,0.0193,3.0,3.0,0.0,0.0,0.0
16.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,0.0214,0.0,1.0,1.0,0.0,2.0,0.0
16.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
16.0,StylisticMutator,0.0,33.33,66.67,100.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
16.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,0.0415,0.0067,2.0,2.0,0.0,1.0,0.0
17.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.2415,0.0,1.0,1.0,0.0,2.0,0.0
17.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
17.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,-0.2229,0.0,1.0,1.0,0.0,2.0,0.0
17.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,-0.1731,0.0,1.0,1.0,0.0,2.0,0.0
17.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
17.0,MLM,0.0,66.67,33.33,100.0,-0.0849,0.0803,2.0,2.0,0.0,1.0,0.0
17.0,NegationOperator,0.0,33.33,66.67,100.0,-0.1984,0.0,1.0,1.0,0.0,2.0,0.0
17.0,POSAwareAntonymReplacement,0.0,33.33,66.67,100.0,0.0327,0.0,1.0,1.0,0.0,2.0,0.0
17.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,-0.1187,0.0,1.0,1.0,0.0,2.0,0.0
17.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,-0.1223,0.0363,3.0,3.0,0.0,0.0,0.0
17.0,StylisticMutator,0.0,33.33,66.67,100.0,-0.2883,0.0,1.0,1.0,0.0,2.0,0.0
17.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0969,0.0,1.0,1.0,0.0,2.0,0.0
18.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.0376,0.0,1.0,1.0,0.0,2.0,0.0
18.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,-0.1238,0.0,1.0,1.0,0.0,2.0,0.0
18.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,0.0517,0.0,1.0,1.0,0.0,2.0,0.0
18.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,0.0216,0.0,1.0,1.0,0.0,2.0,0.0
18.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,-0.0439,0.0,1.0,1.0,0.0,2.0,0.0
18.0,MLM,0.0,33.33,66.67,100.0,0.0622,0.0,1.0,1.0,0.0,2.0,0.0
18.0,NegationOperator,0.0,66.67,33.33,100.0,0.0077,0.1488,2.0,2.0,0.0,1.0,0.0
18.0,POSAwareAntonymReplacement,0.0,66.67,33.33,100.0,0.0322,0.1032,2.0,2.0,0.0,1.0,0.0
18.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0034,0.0356,3.0,3.0,0.0,0.0,0.0
18.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.1022,0.0575,3.0,3.0,0.0,0.0,0.0
18.0,StylisticMutator,0.0,33.33,66.67,100.0,0.1125,0.0,1.0,1.0,0.0,2.0,0.0
18.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,0.1051,0.0,1.0,1.0,0.0,2.0,0.0
19.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,0.0085,0.0,1.0,1.0,0.0,2.0,0.0
19.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
19.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,0.061,0.0,1.0,1.0,0.0,2.0,0.0
19.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
19.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,0.061,0.0,1.0,1.0,0.0,2.0,0.0
19.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
19.0,NegationOperator,0.0,100.0,0.0,100.0,0.0656,0.1643,3.0,3.0,0.0,0.0,0.0
19.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.018,0.0433,3.0,3.0,0.0,0.0,0.0
19.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0297,0.0333,3.0,3.0,0.0,0.0,0.0
19.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
19.0,StylisticMutator,0.0,66.67,33.33,100.0,-0.0114,0.0844,2.0,2.0,0.0,1.0,0.0
19.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0306,0.0,1.0,1.0,0.0,2.0,0.0
20.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
20.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,0.0417,0.0,1.0,1.0,0.0,1.0,0.0
20.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0047,0.0,1.0,1.0,0.0,1.0,0.0
20.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0202,0.0,1.0,1.0,0.0,1.0,0.0
20.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0657,0.0,1.0,1.0,0.0,1.0,0.0
20.0,MLM,0.0,50.0,50.0,100.0,0.0121,0.0,1.0,1.0,0.0,1.0,0.0
