generation,operator,NE,EHR,IR,cEHR,Δμ,Δσ,total_variants,elite_count,non_elite_count,rejections,duplicates
6.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,-0.0016,0.0,1.0,1.0,0.0,1.0,0.0
6.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
6.0,NegationOperator,0.0,50.0,50.0,100.0,0.0032,0.0,1.0,1.0,0.0,1.0,0.0
6.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0034,0.0047,2.0,2.0,0.0,0.0,0.0
6.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0109,0.0,1.0,1.0,0.0,0.0,0.0
6.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
6.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.0032,0.0044,2.0,2.0,0.0,0.0,0.0
6.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
7.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,0.0013,0.0,1.0,1.0,0.0,2.0,0.0
7.0,LLM_POSAwareSynonymReplacement,0.0,66.67,33.33,100.0,-0.0159,0.008,2.0,2.0,0.0,1.0,0.0
7.0,MLM,0.0,33.33,66.67,100.0,-0.1796,0.0,1.0,1.0,0.0,2.0,0.0
7.0,NegationOperator,0.0,33.33,66.67,100.0,-0.0061,0.0,1.0,1.0,0.0,2.0,0.0
7.0,POSAwareAntonymReplacement,0.0,33.33,66.67,100.0,-0.0455,0.0,1.0,1.0,0.0,2.0,0.0
7.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,0.0036,0.0061,2.0,2.0,0.0,1.0,0.0
7.0,SemanticSimilarityCrossover,0.0,33.33,0.0,100.0,-0.0867,0.0,1.0,1.0,0.0,0.0,2.0
7.0,StylisticMutator,0.0,66.67,33.33,100.0,-0.0828,0.0384,2.0,2.0,0.0,1.0,0.0
7.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,0.0031,0.0,1.0,1.0,0.0,2.0,0.0
8.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
8.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,-0.0677,0.0,1.0,1.0,0.0,1.0,0.0
8.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,-0.0315,0.0,1.0,1.0,0.0,1.0,0.0
8.0,LLMBasedParaphrasing,100.0,0.0,0.0,0.0,-0.0172,0.0177,2.0,0.0,2.0,0.0,0.0
8.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
8.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
8.0,NegationOperator,0.0,0.0,50.0,0.0,,,0.0,0.0,0.0,1.0,1.0
8.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0601,0.0,1.0,1.0,0.0,1.0,0.0
8.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0432,0.0,1.0,1.0,0.0,0.0,0.0
8.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
8.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0063,0.0,1.0,1.0,0.0,1.0,0.0
8.0,TypographicalErrorsOperator,50.0,0.0,50.0,0.0,-0.0672,0.0,1.0,0.0,1.0,1.0,0.0
9.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
9.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
9.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
9.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
9.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0063,0.0,1.0,1.0,0.0,1.0,0.0
9.0,MLM,0.0,100.0,0.0,100.0,0.0022,0.0,2.0,2.0,0.0,0.0,0.0
9.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
9.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0518,0.0134,2.0,2.0,0.0,0.0,0.0
9.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0238,0.0,1.0,1.0,0.0,0.0,0.0
9.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
9.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0063,0.0,1.0,1.0,0.0,1.0,0.0
9.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0059,0.0018,2.0,2.0,0.0,0.0,0.0
10.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.011,0.0,1.0,1.0,0.0,1.0,0.0
10.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
10.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
10.0,LLMBasedParaphrasing,0.0,100.0,0.0,100.0,0.0078,0.006,2.0,2.0,0.0,0.0,0.0
10.0,LLM_POSAwareSynonymReplacement,0.0,100.0,0.0,100.0,0.0029,0.0052,2.0,2.0,0.0,0.0,0.0
10.0,MLM,0.0,100.0,0.0,100.0,0.2517,0.3415,2.0,2.0,0.0,0.0,0.0
10.0,NegationOperator,0.0,50.0,50.0,100.0,-0.0088,0.0,1.0,1.0,0.0,1.0,0.0
10.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0828,0.0,1.0,1.0,0.0,1.0,0.0
10.0,SemanticFusionCrossover,100.0,0.0,0.0,0.0,0.0099,0.0,1.0,0.0,1.0,0.0,0.0
10.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
10.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
10.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0004,0.0016,2.0,2.0,0.0,0.0,0.0
11.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.0149,0.0,1.0,1.0,0.0,1.0,0.0
11.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,-0.1571,0.0,1.0,1.0,0.0,1.0,0.0
11.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,-0.0094,0.0,1.0,1.0,0.0,1.0,0.0
11.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
11.0,LLM_POSAwareSynonymReplacement,0.0,100.0,0.0,100.0,0.021,0.0371,2.0,2.0,0.0,0.0,0.0
11.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
11.0,NegationOperator,0.0,50.0,50.0,100.0,0.0383,0.0,1.0,1.0,0.0,1.0,0.0
11.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0315,0.01,2.0,2.0,0.0,0.0,0.0
11.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
11.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.0576,0.0,1.0,1.0,0.0,0.0,0.0
11.0,StylisticMutator,0.0,50.0,50.0,100.0,-0.0094,0.0,1.0,1.0,0.0,1.0,0.0
11.0,TypographicalErrorsOperator,0.0,50.0,50.0,100.0,-0.0028,0.0,1.0,1.0,0.0,1.0,0.0
12.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,-0.0877,0.0,1.0,1.0,0.0,1.0,0.0
12.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,NegationOperator,0.0,50.0,50.0,100.0,-0.0844,0.0,1.0,1.0,0.0,1.0,0.0
12.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0465,0.0709,2.0,2.0,0.0,0.0,0.0
12.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,-0.0448,0.0,1.0,1.0,0.0,0.0,0.0
12.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
12.0,StylisticMutator,0.0,50.0,50.0,100.0,-0.0603,0.0,1.0,1.0,0.0,1.0,0.0
12.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0077,0.0,1.0,1.0,0.0,1.0,0.0
13.0,LLM_POSAwareSynonymReplacement,0.0,100.0,0.0,100.0,0.0489,0.0713,2.0,2.0,0.0,0.0,0.0
13.0,MLM,0.0,50.0,50.0,100.0,0.0757,0.0,1.0,1.0,0.0,1.0,0.0
13.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0544,0.0596,2.0,2.0,0.0,0.0,0.0
13.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
13.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
13.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0027,0.0,1.0,1.0,0.0,1.0,0.0
14.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0017,0.0,1.0,1.0,0.0,1.0,0.0
14.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0056,0.0,1.0,1.0,0.0,0.0,0.0
14.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
14.0,StylisticMutator,0.0,50.0,50.0,100.0,0.046,0.0,1.0,1.0,0.0,1.0,0.0
14.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0163,0.0122,2.0,2.0,0.0,0.0,0.0
15.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
15.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,0.0324,0.0,1.0,1.0,0.0,1.0,0.0
15.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
15.0,LLMBasedParaphrasing,0.0,100.0,0.0,100.0,0.0437,0.0618,2.0,2.0,0.0,0.0,0.0
15.0,LLM_POSAwareSynonymReplacement,0.0,100.0,0.0,100.0,0.0127,0.0154,2.0,2.0,0.0,0.0,0.0
15.0,MLM,0.0,100.0,0.0,100.0,0.0116,0.0063,2.0,2.0,0.0,0.0,0.0
15.0,NegationOperator,0.0,50.0,50.0,100.0,0.0216,0.0,1.0,1.0,0.0,1.0,0.0
15.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0214,0.0267,2.0,2.0,0.0,0.0,0.0
15.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
15.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
15.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0075,0.0,1.0,1.0,0.0,1.0,0.0
15.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
16.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.0079,0.0,1.0,1.0,0.0,2.0,0.0
16.0,InformedEvolutionOperator,33.33,0.0,66.67,0.0,-0.1577,0.0,1.0,0.0,1.0,2.0,0.0
16.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,-0.4909,0.0,1.0,1.0,0.0,2.0,0.0
16.0,LLMBasedParaphrasing,0.0,66.67,33.33,100.0,-0.0452,0.0231,2.0,2.0,0.0,1.0,0.0
16.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
16.0,MLM,0.0,66.67,33.33,100.0,-0.053,0.0174,2.0,2.0,0.0,1.0,0.0
16.0,NegationOperator,0.0,33.33,66.67,100.0,-0.4868,0.0,1.0,1.0,0.0,2.0,0.0
16.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0323,0.1027,3.0,3.0,0.0,0.0,0.0
16.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,0.0202,0.0,1.0,1.0,0.0,2.0,0.0
16.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
16.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.176,0.2706,3.0,3.0,0.0,0.0,0.0
16.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,-0.014,0.0197,2.0,2.0,0.0,1.0,0.0
17.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,-0.183,0.0,1.0,1.0,0.0,1.0,0.0
17.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0224,0.0,1.0,1.0,0.0,1.0,0.0
17.0,SemanticFusionCrossover,100.0,0.0,0.0,0.0,-0.0334,0.0,1.0,0.0,1.0,0.0,0.0
17.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.0134,0.0,1.0,1.0,0.0,0.0,0.0
17.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
17.0,TypographicalErrorsOperator,50.0,50.0,0.0,50.0,-0.0642,0.0119,2.0,1.0,1.0,0.0,0.0
18.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,-0.0656,0.0,1.0,1.0,0.0,1.0,0.0
18.0,InformedEvolutionOperator,50.0,0.0,50.0,0.0,-0.1893,0.0,1.0,0.0,1.0,1.0,0.0
18.0,LLMBackTranslation_HI,50.0,0.0,50.0,0.0,-0.0811,0.0,1.0,0.0,1.0,1.0,0.0
18.0,LLMBasedParaphrasing,100.0,0.0,0.0,0.0,-0.0379,0.0178,2.0,0.0,2.0,0.0,0.0
18.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
18.0,MLM,50.0,0.0,50.0,0.0,-0.0359,0.0,1.0,0.0,1.0,1.0,0.0
18.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
18.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,-0.0133,0.0,1.0,1.0,0.0,1.0,0.0
18.0,SemanticFusionCrossover,100.0,0.0,0.0,0.0,-0.0318,0.0,1.0,0.0,1.0,0.0,0.0
18.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,-0.0069,0.0,1.0,1.0,0.0,0.0,0.0
18.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
18.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
19.0,ConceptAdditionOperator,0.0,100.0,0.0,100.0,-0.0122,0.0197,2.0,2.0,0.0,0.0,0.0
19.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
19.0,LLMBackTranslation_HI,0.0,100.0,0.0,100.0,-0.0166,0.0235,2.0,2.0,0.0,0.0,0.0
19.0,LLMBasedParaphrasing,0.0,100.0,0.0,100.0,0.0272,0.0247,2.0,2.0,0.0,0.0,0.0
19.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
19.0,MLM,50.0,50.0,0.0,50.0,-0.0079,0.0112,2.0,1.0,1.0,0.0,0.0
19.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
19.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0115,0.0133,2.0,2.0,0.0,0.0,0.0
19.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
19.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
19.0,StylisticMutator,0.0,50.0,50.0,100.0,-0.0302,0.0,1.0,1.0,0.0,1.0,0.0
19.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
20.0,ConceptAdditionOperator,0.0,100.0,0.0,100.0,0.037,0.0231,2.0,2.0,0.0,0.0,0.0
20.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
20.0,LLMBackTranslation_HI,0.0,100.0,0.0,100.0,-0.0085,0.0033,2.0,2.0,0.0,0.0,0.0
20.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.1516,0.0,1.0,1.0,0.0,1.0,0.0
20.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
20.0,MLM,0.0,50.0,50.0,100.0,-0.0022,0.0,1.0,1.0,0.0,1.0,0.0
20.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
20.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0033,0.0,1.0,1.0,0.0,1.0,0.0
20.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,0.0115,0.0,1.0,1.0,0.0,0.0,0.0
20.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
20.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
