generation,operator,NE,EHR,IR,cEHR,Δμ,Δσ,total_variants,elite_count,non_elite_count,rejections,duplicates
2.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0242,0.0,1.0,1.0,0.0,1.0,0.0
2.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
2.0,NegationOperator,0.0,50.0,50.0,100.0,0.0091,0.0,1.0,1.0,0.0,1.0,0.0
2.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0092,0.0106,2.0,2.0,0.0,0.0,0.0
2.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
2.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
2.0,StylisticMutator,0.0,50.0,50.0,100.0,0.004,0.0,1.0,1.0,0.0,1.0,0.0
2.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,-0.0007,0.001,2.0,2.0,0.0,0.0,0.0
3.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.0022,0.0,1.0,1.0,0.0,1.0,0.0
3.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
3.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0003,0.0,1.0,1.0,0.0,1.0,0.0
3.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0402,0.0,1.0,1.0,0.0,1.0,0.0
3.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
3.0,NegationOperator,0.0,50.0,50.0,100.0,0.0281,0.0,1.0,1.0,0.0,1.0,0.0
3.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0235,0.0,1.0,1.0,0.0,1.0,0.0
3.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
3.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
3.0,StylisticMutator,0.0,100.0,0.0,100.0,0.0149,0.0211,2.0,2.0,0.0,0.0,0.0
3.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0188,0.0213,2.0,2.0,0.0,0.0,0.0
4.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.031,0.0,1.0,1.0,0.0,1.0,0.0
4.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
4.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0026,0.0,1.0,1.0,0.0,1.0,0.0
4.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0035,0.0,1.0,1.0,0.0,1.0,0.0
4.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0046,0.0,1.0,1.0,0.0,1.0,0.0
4.0,MLM,0.0,50.0,50.0,100.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
4.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
4.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.007,0.009,2.0,2.0,0.0,0.0,0.0
4.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
4.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
4.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0173,0.0,1.0,1.0,0.0,1.0,0.0
4.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,0.0094,0.0008,2.0,2.0,0.0,0.0,0.0
5.0,ConceptAdditionOperator,0.0,100.0,0.0,100.0,-0.0088,0.0069,2.0,2.0,0.0,0.0,0.0
5.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
5.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
5.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,-0.0073,0.0,1.0,1.0,0.0,1.0,0.0
5.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,-0.0128,0.0,1.0,1.0,0.0,1.0,0.0
5.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
5.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
5.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0592,0.024,2.0,2.0,0.0,0.0,0.0
5.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
5.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
5.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.0006,0.0047,2.0,2.0,0.0,0.0,0.0
5.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
6.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
6.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,-0.0575,0.0,1.0,1.0,0.0,2.0,0.0
6.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,0.0004,0.0019,2.0,2.0,0.0,1.0,0.0
6.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,0.0003,0.0,1.0,1.0,0.0,2.0,0.0
6.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,0.0058,0.0,1.0,1.0,0.0,2.0,0.0
6.0,MLM,0.0,33.33,66.67,100.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
6.0,NegationOperator,0.0,33.33,66.67,100.0,0.0081,0.0,1.0,1.0,0.0,2.0,0.0
6.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0,0.002,3.0,3.0,0.0,0.0,0.0
6.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,0.071,0.0,1.0,1.0,0.0,2.0,0.0
6.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
6.0,StylisticMutator,0.0,33.33,66.67,100.0,-0.0016,0.0,1.0,1.0,0.0,2.0,0.0
6.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0026,0.0,1.0,1.0,0.0,2.0,0.0
7.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
7.0,InformedEvolutionOperator,0.0,66.67,33.33,100.0,-0.1208,0.0135,2.0,2.0,0.0,1.0,0.0
7.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,-0.0105,0.0045,2.0,2.0,0.0,1.0,0.0
7.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,-0.0175,0.0,1.0,1.0,0.0,2.0,0.0
7.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,-0.0014,0.0,1.0,1.0,0.0,2.0,0.0
7.0,MLM,0.0,33.33,66.67,100.0,-0.0036,0.0,1.0,1.0,0.0,2.0,0.0
7.0,NegationOperator,0.0,100.0,0.0,100.0,0.0102,0.0126,3.0,3.0,0.0,0.0,0.0
7.0,POSAwareAntonymReplacement,0.0,66.67,0.0,100.0,-0.0078,0.0006,2.0,2.0,0.0,0.0,1.0
7.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,0.0121,0.025,2.0,2.0,0.0,1.0,0.0
7.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
7.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.0041,0.0088,3.0,3.0,0.0,0.0,0.0
7.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0174,0.0,1.0,1.0,0.0,2.0,0.0
8.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.1729,0.0,1.0,1.0,0.0,2.0,0.0
8.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
8.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,-0.1176,0.1521,2.0,2.0,0.0,1.0,0.0
8.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,0.0317,0.0,1.0,1.0,0.0,2.0,0.0
8.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
8.0,MLM,0.0,33.33,66.67,100.0,-0.0309,0.0,1.0,1.0,0.0,2.0,0.0
8.0,NegationOperator,0.0,100.0,0.0,100.0,-0.0524,0.0809,3.0,3.0,0.0,0.0,0.0
8.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0862,0.1429,3.0,3.0,0.0,0.0,0.0
8.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,-0.0406,0.038,2.0,2.0,0.0,1.0,0.0
8.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
8.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.0514,0.122,3.0,3.0,0.0,0.0,0.0
8.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,0.0031,0.0,1.0,1.0,0.0,2.0,0.0
9.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.0821,0.0,1.0,1.0,0.0,2.0,0.0
9.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
9.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,-0.0427,0.0,1.0,1.0,0.0,2.0,0.0
9.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,-0.0045,0.0,1.0,1.0,0.0,2.0,0.0
9.0,LLM_POSAwareSynonymReplacement,0.0,66.67,33.33,100.0,-0.0029,0.3352,2.0,2.0,0.0,1.0,0.0
9.0,MLM,0.0,33.33,33.33,100.0,-0.1731,0.0,1.0,1.0,0.0,1.0,1.0
9.0,NegationOperator,0.0,100.0,0.0,100.0,-0.0437,0.1267,3.0,3.0,0.0,0.0,0.0
9.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0015,0.1663,3.0,3.0,0.0,0.0,0.0
9.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,-0.0257,0.0129,2.0,2.0,0.0,1.0,0.0
9.0,SemanticSimilarityCrossover,0.0,33.33,0.0,100.0,0.045,0.0,1.0,1.0,0.0,0.0,2.0
9.0,StylisticMutator,0.0,66.67,33.33,100.0,0.0762,0.1078,2.0,2.0,0.0,1.0,0.0
9.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,0.0524,0.0793,2.0,2.0,0.0,1.0,0.0
10.0,ConceptAdditionOperator,50.0,0.0,50.0,0.0,-0.0092,0.0,1.0,0.0,1.0,1.0,0.0
10.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
10.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0234,0.0,1.0,1.0,0.0,1.0,0.0
10.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0386,0.0,1.0,1.0,0.0,1.0,0.0
10.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0513,0.0,1.0,1.0,0.0,1.0,0.0
10.0,MLM,50.0,0.0,50.0,0.0,0.0054,0.0,1.0,0.0,1.0,1.0,0.0
10.0,NegationOperator,0.0,100.0,0.0,100.0,0.027,0.013,2.0,2.0,0.0,0.0,0.0
10.0,POSAwareAntonymReplacement,50.0,50.0,0.0,50.0,0.0721,0.0964,2.0,1.0,1.0,0.0,0.0
10.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
10.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.0392,0.0,1.0,1.0,0.0,0.0,0.0
10.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
10.0,TypographicalErrorsOperator,50.0,0.0,50.0,0.0,-0.0005,0.0,1.0,0.0,1.0,1.0,0.0
11.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
11.0,InformedEvolutionOperator,0.0,100.0,0.0,100.0,-0.1024,0.1768,2.0,2.0,0.0,0.0,0.0
11.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0136,0.0,1.0,1.0,0.0,1.0,0.0
11.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0139,0.0,1.0,1.0,0.0,1.0,0.0
11.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,0.0018,0.0,1.0,1.0,0.0,1.0,0.0
11.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
11.0,NegationOperator,0.0,50.0,50.0,100.0,0.0032,0.0,1.0,1.0,0.0,1.0,0.0
11.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0427,0.0518,2.0,2.0,0.0,0.0,0.0
11.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
11.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,0.0924,0.0,1.0,1.0,0.0,0.0,0.0
11.0,StylisticMutator,0.0,50.0,50.0,100.0,-0.0013,0.0,1.0,1.0,0.0,1.0,0.0
11.0,TypographicalErrorsOperator,0.0,100.0,0.0,100.0,-0.0012,0.0006,2.0,2.0,0.0,0.0,0.0
12.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.0018,0.0,1.0,1.0,0.0,1.0,0.0
12.0,InformedEvolutionOperator,0.0,50.0,50.0,100.0,-0.2485,0.0,1.0,1.0,0.0,1.0,0.0
12.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0027,0.0,1.0,1.0,0.0,1.0,0.0
12.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
12.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,-0.0016,0.0,1.0,1.0,0.0,1.0,0.0
12.0,MLM,0.0,50.0,50.0,100.0,0.0027,0.0,1.0,1.0,0.0,1.0,0.0
12.0,NegationOperator,0.0,100.0,0.0,100.0,0.0118,0.0455,2.0,2.0,0.0,0.0,0.0
12.0,POSAwareAntonymReplacement,0.0,50.0,50.0,100.0,0.0017,0.0,1.0,1.0,0.0,1.0,0.0
12.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,-0.0156,0.0,1.0,1.0,0.0,0.0,0.0
12.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,-0.0156,0.0,1.0,1.0,0.0,0.0,0.0
12.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.0182,0.0163,2.0,2.0,0.0,0.0,0.0
12.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.0717,0.0,1.0,1.0,0.0,1.0,0.0
13.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,LLMBackTranslation_HI,0.0,100.0,0.0,100.0,-0.017,0.0175,2.0,2.0,0.0,0.0,0.0
13.0,LLMBasedParaphrasing,0.0,50.0,50.0,100.0,0.0106,0.0,1.0,1.0,0.0,1.0,0.0
13.0,LLM_POSAwareSynonymReplacement,0.0,50.0,50.0,100.0,-0.0047,0.0,1.0,1.0,0.0,1.0,0.0
13.0,MLM,0.0,100.0,0.0,100.0,-0.016,0.018,2.0,2.0,0.0,0.0,0.0
13.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.015,0.0192,2.0,2.0,0.0,0.0,0.0
13.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
13.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
13.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
13.0,TypographicalErrorsOperator,0.0,50.0,50.0,100.0,-0.0294,0.0,1.0,1.0,0.0,1.0,0.0
14.0,ConceptAdditionOperator,0.0,50.0,50.0,100.0,0.1004,0.0,1.0,1.0,0.0,1.0,0.0
14.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,LLMBackTranslation_HI,0.0,50.0,50.0,100.0,0.0006,0.0,1.0,1.0,0.0,1.0,0.0
14.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
14.0,NegationOperator,0.0,50.0,50.0,100.0,-0.001,0.0,1.0,1.0,0.0,1.0,0.0
14.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,0.0148,0.0158,2.0,2.0,0.0,0.0,0.0
14.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,1.0,0.0
14.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0
14.0,StylisticMutator,0.0,50.0,50.0,100.0,0.0046,0.0,1.0,1.0,0.0,1.0,0.0
14.0,TypographicalErrorsOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
15.0,ConceptAdditionOperator,0.0,66.67,33.33,100.0,-0.1252,0.0025,2.0,2.0,0.0,1.0,0.0
15.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
15.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,-0.1135,0.0911,2.0,2.0,0.0,1.0,0.0
15.0,LLMBasedParaphrasing,0.0,66.67,33.33,100.0,-0.1062,0.0443,2.0,2.0,0.0,1.0,0.0
15.0,LLM_POSAwareSynonymReplacement,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
15.0,MLM,0.0,33.33,66.67,100.0,-0.0783,0.0,1.0,1.0,0.0,2.0,0.0
15.0,NegationOperator,0.0,66.67,33.33,100.0,-0.1098,0.2077,2.0,2.0,0.0,1.0,0.0
15.0,POSAwareAntonymReplacement,0.0,66.67,33.33,100.0,-0.1178,0.096,2.0,2.0,0.0,1.0,0.0
15.0,SemanticFusionCrossover,0.0,33.33,66.67,100.0,-0.1065,0.0,1.0,1.0,0.0,2.0,0.0
15.0,SemanticSimilarityCrossover,0.0,100.0,0.0,100.0,-0.0706,0.0534,3.0,3.0,0.0,0.0,0.0
15.0,StylisticMutator,0.0,100.0,0.0,100.0,-0.133,0.1025,3.0,3.0,0.0,0.0,0.0
15.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,-0.1012,0.089,2.0,2.0,0.0,1.0,0.0
16.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,0.0105,0.0,1.0,1.0,0.0,2.0,0.0
16.0,InformedEvolutionOperator,33.33,0.0,66.67,0.0,-0.1541,0.0,1.0,0.0,1.0,2.0,0.0
16.0,LLMBackTranslation_HI,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
16.0,LLMBasedParaphrasing,0.0,66.67,33.33,100.0,-0.0115,0.0124,2.0,2.0,0.0,1.0,0.0
16.0,LLM_POSAwareSynonymReplacement,0.0,66.67,33.33,100.0,-0.0785,0.1078,2.0,2.0,0.0,1.0,0.0
16.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,2.0,0.0
16.0,NegationOperator,0.0,33.33,66.67,100.0,0.2349,0.0,1.0,1.0,0.0,2.0,0.0
16.0,POSAwareAntonymReplacement,33.33,33.33,33.33,50.0,-0.1096,0.1484,2.0,1.0,1.0,1.0,0.0
16.0,SemanticFusionCrossover,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
16.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
16.0,StylisticMutator,0.0,33.33,66.67,100.0,-0.0421,0.0,1.0,1.0,0.0,2.0,0.0
16.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,-0.0634,0.0865,2.0,2.0,0.0,1.0,0.0
17.0,ConceptAdditionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
17.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,0.0466,0.0,1.0,1.0,0.0,2.0,0.0
17.0,LLMBackTranslation_HI,0.0,100.0,0.0,100.0,-0.0612,0.0927,3.0,3.0,0.0,0.0,0.0
17.0,LLMBasedParaphrasing,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
17.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,-0.0273,0.0,1.0,1.0,0.0,2.0,0.0
17.0,MLM,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
17.0,NegationOperator,0.0,33.33,66.67,100.0,-0.0346,0.0,1.0,1.0,0.0,2.0,0.0
17.0,POSAwareAntonymReplacement,0.0,66.67,33.33,100.0,-0.0184,0.0015,2.0,2.0,0.0,1.0,0.0
17.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,-0.1373,0.0021,2.0,2.0,0.0,1.0,0.0
17.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
17.0,StylisticMutator,0.0,33.33,66.67,100.0,0.1931,0.0,1.0,1.0,0.0,2.0,0.0
17.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0329,0.0,1.0,1.0,0.0,2.0,0.0
18.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.0455,0.0,1.0,1.0,0.0,2.0,0.0
18.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,-0.1731,0.0,1.0,1.0,0.0,2.0,0.0
18.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,-0.1326,0.1227,2.0,2.0,0.0,1.0,0.0
18.0,LLMBasedParaphrasing,0.0,33.33,66.67,100.0,-0.0397,0.0,1.0,1.0,0.0,2.0,0.0
18.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,-0.0101,0.0,1.0,1.0,0.0,2.0,0.0
18.0,MLM,0.0,33.33,66.67,100.0,-0.0303,0.0,1.0,1.0,0.0,2.0,0.0
18.0,NegationOperator,0.0,66.67,33.33,100.0,-0.0256,0.0488,2.0,2.0,0.0,1.0,0.0
18.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0884,0.1202,3.0,3.0,0.0,0.0,0.0
18.0,SemanticFusionCrossover,0.0,100.0,0.0,100.0,-0.0713,0.0419,3.0,3.0,0.0,0.0,0.0
18.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
18.0,StylisticMutator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
18.0,TypographicalErrorsOperator,0.0,33.33,66.67,100.0,-0.0246,0.0,1.0,1.0,0.0,2.0,0.0
19.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,0.1793,0.0,1.0,1.0,0.0,2.0,0.0
19.0,InformedEvolutionOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
19.0,LLMBackTranslation_HI,0.0,33.33,66.67,100.0,-0.0467,0.0,1.0,1.0,0.0,2.0,0.0
19.0,LLMBasedParaphrasing,0.0,66.67,33.33,100.0,-0.0647,0.1107,2.0,2.0,0.0,1.0,0.0
19.0,LLM_POSAwareSynonymReplacement,0.0,66.67,33.33,100.0,0.1009,0.1657,2.0,2.0,0.0,1.0,0.0
19.0,MLM,0.0,33.33,66.67,100.0,-0.1833,0.0,1.0,1.0,0.0,2.0,0.0
19.0,NegationOperator,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,3.0,0.0
19.0,POSAwareAntonymReplacement,0.0,100.0,0.0,100.0,-0.0087,0.0746,3.0,3.0,0.0,0.0,0.0
19.0,SemanticFusionCrossover,0.0,66.67,33.33,100.0,-0.0459,0.145,2.0,2.0,0.0,1.0,0.0
19.0,SemanticSimilarityCrossover,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0
19.0,StylisticMutator,0.0,66.67,33.33,100.0,-0.0784,0.1166,2.0,2.0,0.0,1.0,0.0
19.0,TypographicalErrorsOperator,0.0,66.67,33.33,100.0,-0.023,0.0217,2.0,2.0,0.0,1.0,0.0
20.0,ConceptAdditionOperator,0.0,33.33,66.67,100.0,-0.0059,0.0,1.0,1.0,0.0,2.0,0.0
20.0,InformedEvolutionOperator,0.0,33.33,66.67,100.0,-0.1372,0.0,1.0,1.0,0.0,2.0,0.0
20.0,LLMBackTranslation_HI,0.0,66.67,33.33,100.0,-0.0874,0.0915,2.0,2.0,0.0,1.0,0.0
20.0,LLMBasedParaphrasing,33.33,33.33,33.33,50.0,-0.0816,0.1909,2.0,1.0,1.0,1.0,0.0
20.0,LLM_POSAwareSynonymReplacement,0.0,33.33,66.67,100.0,-0.0294,0.0,1.0,1.0,0.0,2.0,0.0
20.0,MLM,0.0,33.33,66.67,100.0,-0.0856,0.0,1.0,1.0,0.0,2.0,0.0
